# energy grid [eV]     JDOS [1/eV]
#
    1.231231231    0.000000000
    1.241241241    0.000000000
    1.251251251    0.000000000
    1.261261261    0.000000000
    1.271271271    0.000000000
    1.281281281    0.000000000
    1.291291291    0.000000000
    1.301301301    0.000000000
    1.311311311    0.000000000
    1.321321321    0.000000000
    1.331331331    0.000000000
    1.341341341    0.000000000
    1.351351351    0.000000000
    1.361361361    0.000000000
    1.371371371    0.000000000
    1.381381381    0.000000000
    1.391391391    0.000000000
    1.401401401    0.000000000
    1.411411411    0.000000000
    1.421421421    0.000000000
    1.431431431    0.000000000
    1.441441441    0.000000000
    1.451451451    0.000000000
    1.461461461    0.000000000
    1.471471471    0.000000000
    1.481481481    0.000000000
    1.491491491    0.000000000
    1.501501502    0.000000000
    1.511511512    0.000000000
    1.521521522    0.000000000
    1.531531532    0.000000000
    1.541541542    0.000000000
    1.551551552    0.000000000
    1.561561562    0.000000000
    1.571571572    0.000000000
    1.581581582    0.000000000
    1.591591592    0.000000000
    1.601601602    0.000000000
    1.611611612    0.000000000
    1.621621622    0.000000000
    1.631631632    0.000000000
    1.641641642    0.000000000
    1.651651652    0.000000000
    1.661661662    0.000000000
    1.671671672    0.000000000
    1.681681682    0.000000000
    1.691691692    0.000000000
    1.701701702    0.000000000
    1.711711712    0.000000000
    1.721721722    0.000000000
    1.731731732    0.000000000
    1.741741742    0.000000000
    1.751751752    0.000000000
    1.761761762    0.000000000
    1.771771772    0.000000000
    1.781781782    0.000000000
    1.791791792    0.000000000
    1.801801802    0.000000000
    1.811811812    0.000000000
    1.821821822    0.000000000
    1.831831832    0.000000000
    1.841841842    0.000000000
    1.851851852    0.000000000
    1.861861862    0.000000000
    1.871871872    0.000000000
    1.881881882    0.000000000
    1.891891892    0.000000000
    1.901901902    0.000000000
    1.911911912    0.000000000
    1.921921922    0.000000000
    1.931931932    0.000000000
    1.941941942    0.000000000
    1.951951952    0.000000000
    1.961961962    0.000000000
    1.971971972    0.000000000
    1.981981982    0.000000000
    1.991991992    0.000000000
    2.002002002    0.000000000
    2.012012012    0.000000000
    2.022022022    0.000000000
    2.032032032    0.000000001
    2.042042042    0.000000001
    2.052052052    0.000000002
    2.062062062    0.000000002
    2.072072072    0.000000004
    2.082082082    0.000000006
    2.092092092    0.000000009
    2.102102102    0.000000013
    2.112112112    0.000000020
    2.122122122    0.000000030
    2.132132132    0.000000043
    2.142142142    0.000000063
    2.152152152    0.000000091
    2.162162162    0.000000131
    2.172172172    0.000000185
    2.182182182    0.000000261
    2.192192192    0.000000364
    2.202202202    0.000000503
    2.212212212    0.000000690
    2.222222222    0.000000938
    2.232232232    0.000001265
    2.242242242    0.000001692
    2.252252252    0.000002246
    2.262262262    0.000002956
    2.272272272    0.000003860
    2.282282282    0.000005001
    2.292292292    0.000006430
    2.302302302    0.000008205
    2.312312312    0.000010393
    2.322322322    0.000013070
    2.332332332    0.000016323
    2.342342342    0.000020247
    2.352352352    0.000024950
    2.362362362    0.000030551
    2.372372372    0.000037184
    2.382382382    0.000044994
    2.392392392    0.000054142
    2.402402402    0.000064806
    2.412412412    0.000077179
    2.422422422    0.000091473
    2.432432432    0.000107918
    2.442442442    0.000126764
    2.452452452    0.000148276
    2.462462462    0.000172735
    2.472472472    0.000200431
    2.482482482    0.000231663
    2.492492492    0.000266723
    2.502502503    0.000305894
    2.512512513    0.000349430
    2.522522523    0.000397547
    2.532532533    0.000450405
    2.542542543    0.000508089
    2.552552553    0.000570596
    2.562562563    0.000637816
    2.572572573    0.000709521
    2.582582583    0.000785353
    2.592592593    0.000864822
    2.602602603    0.000947307
    2.612612613    0.001032065
    2.622622623    0.001118248
    2.632632633    0.001204925
    2.642642643    0.001291116
    2.652652653    0.001375825
    2.662662663    0.001458083
    2.672672673    0.001536989
    2.682682683    0.001611750
    2.692692693    0.001681721
    2.702702703    0.001746438
    2.712712713    0.001805638
    2.722722723    0.001859276
    2.732732733    0.001907529
    2.742742743    0.001950783
    2.752752753    0.001989617
    2.762762763    0.002024771
    2.772772773    0.002057107
    2.782782783    0.002087566
    2.792792793    0.002117118
    2.802802803    0.002146718
    2.812812813    0.002177253
    2.822822823    0.002209511
    2.832832833    0.002244136
    2.842842843    0.002281610
    2.852852853    0.002322233
    2.862862863    0.002366116
    2.872872873    0.002413179
    2.882882883    0.002463165
    2.892892893    0.002515653
    2.902902903    0.002570078
    2.912912913    0.002625758
    2.922922923    0.002681920
    2.932932933    0.002737731
    2.942942943    0.002792325
    2.952952953    0.002844834
    2.962962963    0.002894421
    2.972972973    0.002940299
    2.982982983    0.002981768
    2.992992993    0.003018231
    3.003003003    0.003049223
    3.013013013    0.003074423
    3.023023023    0.003093676
    3.033033033    0.003106997
    3.043043043    0.003114576
    3.053053053    0.003116782
    3.063063063    0.003114143
    3.073073073    0.003107338
    3.083083083    0.003097171
    3.093093093    0.003084541
    3.103103103    0.003070410
    3.113113113    0.003055763
    3.123123123    0.003041575
    3.133133133    0.003028767
    3.143143143    0.003018182
    3.153153153    0.003010549
    3.163163163    0.003006466
    3.173173173    0.003006389
    3.183183183    0.003010631
    3.193193193    0.003019365
    3.203203203    0.003032646
    3.213213213    0.003050436
    3.223223223    0.003072632
    3.233233233    0.003099110
    3.243243243    0.003129756
    3.253253253    0.003164514
    3.263263263    0.003203412
    3.273273273    0.003246603
    3.283283283    0.003294379
    3.293293293    0.003347191
    3.303303303    0.003405652
    3.313313313    0.003470523
    3.323323323    0.003542701
    3.333333333    0.003623178
    3.343343343    0.003713009
    3.353353353    0.003813253
    3.363363363    0.003924919
    3.373373373    0.004048907
    3.383383383    0.004185942
    3.393393393    0.004336519
    3.403403403    0.004500847
    3.413413413    0.004678809
    3.423423423    0.004869927
    3.433433433    0.005073346
    3.443443443    0.005287838
    3.453453453    0.005511809
    3.463463463    0.005743341
    3.473473473    0.005980231
    3.483483483    0.006220058
    3.493493493    0.006460245
    3.503503504    0.006698143
    3.513513514    0.006931101
    3.523523524    0.007156544
    3.533533534    0.007372041
    3.543543544    0.007575365
    3.553553554    0.007764538
    3.563563564    0.007937867
    3.573573574    0.008093963
    3.583583584    0.008231746
    3.593593594    0.008350439
    3.603603604    0.008449555
    3.613613614    0.008528872
    3.623623624    0.008588404
    3.633633634    0.008628376
    3.643643644    0.008649196
    3.653653654    0.008651427
    3.663663664    0.008635773
    3.673673674    0.008603062
    3.683683684    0.008554234
    3.693693694    0.008490343
    3.703703704    0.008412551
    3.713713714    0.008322127
    3.723723724    0.008220454
    3.733733734    0.008109016
    3.743743744    0.007989402
    3.753753754    0.007863288
    3.763763764    0.007732426
    3.773773774    0.007598617
    3.783783784    0.007463685
    3.793793794    0.007329449
    3.803803804    0.007197683
    3.813813814    0.007070084
    3.823823824    0.006948234
    3.833833834    0.006833571
    3.843843844    0.006727359
    3.853853854    0.006630665
    3.863863864    0.006544343
    3.873873874    0.006469026
    3.883883884    0.006405121
    3.893893894    0.006352815
    3.903903904    0.006312081
    3.913913914    0.006282688
    3.923923924    0.006264224
    3.933933934    0.006256103
    3.943943944    0.006257589
    3.953953954    0.006267810
    3.963963964    0.006285775
    3.973973974    0.006310397
    3.983983984    0.006340505
    3.993993994    0.006374869
    4.004004004    0.006412223
    4.014014014    0.006451291
    4.024024024    0.006490820
    4.034034034    0.006529613
    4.044044044    0.006566570
    4.054054054    0.006600728
    4.064064064    0.006631302
    4.074074074    0.006657727
    4.084084084    0.006679696
    4.094094094    0.006697186
    4.104104104    0.006710485
    4.114114114    0.006720195
    4.124124124    0.006727239
    4.134134134    0.006732839
    4.144144144    0.006738493
    4.154154154    0.006745936
    4.164164164    0.006757087
    4.174174174    0.006773998
    4.184184184    0.006798788
    4.194194194    0.006833583
    4.204204204    0.006880452
    4.214214214    0.006941352
    4.224224224    0.007018071
    4.234234234    0.007112186
    4.244244244    0.007225023
    4.254254254    0.007357624
    4.264264264    0.007510730
    4.274274274    0.007684754
    4.284284284    0.007879775
    4.294294294    0.008095519
    4.304304304    0.008331357
    4.314314314    0.008586290
    4.324324324    0.008858949
    4.334334334    0.009147583
    4.344344344    0.009450061
    4.354354354    0.009763870
    4.364364364    0.010086130
    4.374374374    0.010413607
    4.384384384    0.010742745
    4.394394394    0.011069705
    4.404404404    0.011390428
    4.414414414    0.011700697
    4.424424424    0.011996227
    4.434434434    0.012272755
    4.444444444    0.012526149
    4.454454454    0.012752510
    4.464464464    0.012948288
    4.474474474    0.013110382
    4.484484484    0.013236234
    4.494494494    0.013323919
    4.504504505    0.013372202
    4.514514515    0.013380585
    4.524524525    0.013349327
    4.534534535    0.013279441
    4.544544545    0.013172662
    4.554554555    0.013031394
    4.564564565    0.012858636
    4.574574575    0.012657887
    4.584584585    0.012433032
    4.594594595    0.012188227
    4.604604605    0.011927765
    4.614614615    0.011655946
    4.624624625    0.011376958
    4.634634635    0.011094754
    4.644644645    0.010812949
    4.654654655    0.010534738
    4.664664665    0.010262826
    4.674674675    0.009999387
    4.684684685    0.009746046
    4.694694695    0.009503886
    4.704704705    0.009273476
    4.714714715    0.009054925
    4.724724725    0.008847952
    4.734734735    0.008651971
    4.744744745    0.008466184
    4.754754755    0.008289685
    4.764764765    0.008121562
    4.774774775    0.007960985
    4.784784785    0.007807298
    4.794794795    0.007660088
    4.804804805    0.007519234
    4.814814815    0.007384948
    4.824824825    0.007257779
    4.834834835    0.007138606
    4.844844845    0.007028608
    4.854854855    0.006929213
    4.864864865    0.006842031
    4.874874875    0.006768778
    4.884884885    0.006711182
    4.894894895    0.006670899
    4.904904905    0.006649414
    4.914914915    0.006647953
    4.924924925    0.006667404
    4.934934935    0.006708243
    4.944944945    0.006770481
    4.954954955    0.006853619
    4.964964965    0.006956628
    4.974974975    0.007077946
    4.984984985    0.007215489
    4.994994995    0.007366687
    5.005005005    0.007528538
    5.015015015    0.007697672
    5.025025025    0.007870441
    5.035035035    0.008043007
    5.045045045    0.008211457
    5.055055055    0.008371909
    5.065065065    0.008520630
    5.075075075    0.008654157
    5.085085085    0.008769401
    5.095095095    0.008863753
    5.105105105    0.008935178
    5.115115115    0.008982290
    5.125125125    0.009004407
    5.135135135    0.009001590
    5.145145145    0.008974653
    5.155155155    0.008925159
    5.165165165    0.008855375
    5.175175175    0.008768218
    5.185185185    0.008667173
    5.195195195    0.008556187
    5.205205205    0.008439550
    5.215215215    0.008321763
    5.225225225    0.008207393
    5.235235235    0.008100929
    5.245245245    0.008006632
    5.255255255    0.007928400
    5.265265265    0.007869638
    5.275275275    0.007833152
    5.285285285    0.007821057
    5.295295295    0.007834717
    5.305305305    0.007874714
    5.315315315    0.007940845
    5.325325325    0.008032151
    5.335335335    0.008146974
    5.345345345    0.008283046
    5.355355355    0.008437595
    5.365365365    0.008607470
    5.375375375    0.008789274
    5.385385385    0.008979501
    5.395395395    0.009174666
    5.405405405    0.009371426
    5.415415415    0.009566680
    5.425425425    0.009757641
    5.435435435    0.009941895
    5.445445445    0.010117421
    5.455455455    0.010282588
    5.465465465    0.010436139
    5.475475475    0.010577143
    5.485485485    0.010704950
    5.495495495    0.010819131
    5.505505506    0.010919429
    5.515515516    0.011005710
    5.525525526    0.011077932
    5.535535536    0.011136129
    5.545545546    0.011180409
    5.555555556    0.011210966
    5.565565566    0.011228110
    5.575575576    0.011232293
    5.585585586    0.011224145
    5.595595596    0.011204501
    5.605605606    0.011174413
    5.615615616    0.011135147
    5.625625626    0.011088167
    5.635635636    0.011035082
    5.645645646    0.010977588
    5.655655656    0.010917379
    5.665665666    0.010856060
    5.675675676    0.010795041
    5.685685686    0.010735448
    5.695695696    0.010678033
    5.705705706    0.010623115
    5.715715716    0.010570546
    5.725725726    0.010519701
    5.735735736    0.010469514
    5.745745746    0.010418543
    5.755755756    0.010365060
    5.765765766    0.010307178
    5.775775776    0.010242984
    5.785785786    0.010170681
    5.795795796    0.010088732
    5.805805806    0.009995979
    5.815815816    0.009891750
    5.825825826    0.009775926
    5.835835836    0.009648974
    5.845845846    0.009511943
    5.855855856    0.009366420
    5.865865866    0.009214452
    5.875875876    0.009058441
    5.885885886    0.008901016
    5.895895896    0.008744898
    5.905905906    0.008592762
    5.915915916    0.008447113
    5.925925926    0.008310168
    5.935935936    0.008183779
    5.945945946    0.008069374
    5.955955956    0.007967928
    5.965965966    0.007879979
    5.975975976    0.007805653
    5.985985986    0.007744732
    5.995995996    0.007696732
    6.006006006    0.007660988
    6.016016016    0.007636754
    6.026026026    0.007623292
    6.036036036    0.007619960
    6.046046046    0.007626277
    6.056056056    0.007641982
    6.066066066    0.007667063
    6.076076076    0.007701772
    6.086086086    0.007746621
    6.096096096    0.007802356
    6.106106106    0.007869920
    6.116116116    0.007950399
    6.126126126    0.008044965
    6.136136136    0.008154808
    6.146146146    0.008281067
    6.156156156    0.008424760
    6.166166166    0.008586717
    6.176176176    0.008767509
    6.186186186    0.008967396
    6.196196196    0.009186262
    6.206206206    0.009423576
    6.216216216    0.009678344
    6.226226226    0.009949085
    6.236236236    0.010233810
    6.246246246    0.010530016
    6.256256256    0.010834703
    6.266266266    0.011144392
    6.276276276    0.011455178
    6.286286286    0.011762792
    6.296296296    0.012062683
    6.306306306    0.012350117
    6.316316316    0.012620294
    6.326326326    0.012868471
    6.336336336    0.013090092
    6.346346346    0.013280929
    6.356356356    0.013437203
    6.366366366    0.013555708
    6.376376376    0.013633916
    6.386386386    0.013670057
    6.396396396    0.013663180
    6.406406406    0.013613186
    6.416416416    0.013520827
    6.426426426    0.013387685
    6.436436436    0.013216113
    6.446446446    0.013009165
    6.456456456    0.012770494
    6.466466466    0.012504238
    6.476476476    0.012214904
    6.486486486    0.011907233
    6.496496496    0.011586080
    6.506506507    0.011256293
    6.516516517    0.010922605
    6.526526527    0.010589538
    6.536536537    0.010261323
    6.546546547    0.009941842
    6.556556557    0.009634584
    6.566566567    0.009342615
    6.576576577    0.009068569
    6.586586587    0.008814649
    6.596596597    0.008582638
    6.606606607    0.008373916
    6.616616617    0.008189489
    6.626626627    0.008030010
    6.636636637    0.007895804
    6.646646647    0.007786897
    6.656656657    0.007703031
    6.666666667    0.007643688
    6.676676677    0.007608101
    6.686686687    0.007595267
    6.696696697    0.007603967
    6.706706707    0.007632773
    6.716716717    0.007680072
    6.726726727    0.007744086
    6.736736737    0.007822905
    6.746746747    0.007914521
    6.756756757    0.008016878
    6.766766767    0.008127924
    6.776776777    0.008245667
    6.786786787    0.008368242
    6.796796797    0.008493970
    6.806806807    0.008621419
    6.816816817    0.008749455
    6.826826827    0.008877276
    6.836836837    0.009004436
    6.846846847    0.009130843
    6.856856857    0.009256739
    6.866866867    0.009382648
    6.876876877    0.009509311
    6.886886887    0.009637588
    6.896896897    0.009768358
    6.906906907    0.009902392
    6.916916917    0.010040237
    6.926926927    0.010182096
    6.936936937    0.010327726
    6.946946947    0.010476356
    6.956956957    0.010626641
    6.966966967    0.010776640
    6.976976977    0.010923849
    6.986986987    0.011065264
    6.996996997    0.011197491
    7.007007007    0.011316890
    7.017017017    0.011419745
    7.027027027    0.011502463
    7.037037037    0.011561776
    7.047047047    0.011594939
    7.057057057    0.011599921
    7.067067067    0.011575560
    7.077077077    0.011521693
    7.087087087    0.011439226
    7.097097097    0.011330173
    7.107107107    0.011197623
    7.117117117    0.011045664
    7.127127127    0.010879260
    7.137137137    0.010704072
    7.147147147    0.010526262
    7.157157157    0.010352253
    7.167167167    0.010188489
    7.177177177    0.010041184
    7.187187187    0.009916085
    7.197197197    0.009818252
    7.207207207    0.009751866
    7.217217217    0.009720072
    7.227227227    0.009724869
    7.237237237    0.009767039
    7.247247247    0.009846129
    7.257257257    0.009960480
    7.267267267    0.010107295
    7.277277277    0.010282760
    7.287287287    0.010482190
    7.297297297    0.010700216
    7.307307307    0.010930988
    7.317317317    0.011168394
    7.327327327    0.011406282
    7.337337337    0.011638680
    7.347347347    0.011860001
    7.357357357    0.012065225
    7.367367367    0.012250047
    7.377377377    0.012410995
    7.387387387    0.012545498
    7.397397397    0.012651918
    7.407407407    0.012729527
    7.417417417    0.012778459
    7.427427427    0.012799606
    7.437437437    0.012794502
    7.447447447    0.012765173
    7.457457457    0.012713983
    7.467467467    0.012643478
    7.477477477    0.012556234
    7.487487487    0.012454728
    7.497497497    0.012341233
    7.507507508    0.012217734
    7.517517518    0.012085888
    7.527527528    0.011947008
    7.537537538    0.011802082
    7.547547548    0.011651818
    7.557557558    0.011496705
    7.567567568    0.011337095
    7.577577578    0.011173289
    7.587587588    0.011005618
    7.597597598    0.010834526
    7.607607608    0.010660635
    7.617617618    0.010484790
    7.627627628    0.010308089
    7.637637638    0.010131892
    7.647647648    0.009957804
    7.657657658    0.009787640
    7.667667668    0.009623376
    7.677677678    0.009467084
    7.687687688    0.009320853
    7.697697698    0.009186714
    7.707707708    0.009066556
    7.717717718    0.008962048
    7.727727728    0.008874573
    7.737737738    0.008805165
    7.747747748    0.008754467
    7.757757758    0.008722701
    7.767767768    0.008709656
    7.777777778    0.008714694
    7.787787788    0.008736777
    7.797797798    0.008774498
    7.807807808    0.008826146
    7.817817818    0.008889761
    7.827827828    0.008963215
    7.837837838    0.009044288
    7.847847848    0.009130749
    7.857857858    0.009220433
    7.867867868    0.009311314
    7.877877878    0.009401565
    7.887887888    0.009489614
    7.897897898    0.009574176
    7.907907908    0.009654277
    7.917917918    0.009729263
    7.927927928    0.009798788
    7.937937938    0.009862799
    7.947947948    0.009921501
    7.957957958    0.009975314
    7.967967968    0.010024832
    7.977977978    0.010070767
    7.987987988    0.010113909
    7.997997998    0.010155071
    8.008008008    0.010195057
    8.018018018    0.010234628
    8.028028028    0.010274479
    8.038038038    0.010315230
    8.048048048    0.010357422
    8.058058058    0.010401529
    8.068068068    0.010447970
    8.078078078    0.010497140
    8.088088088    0.010549430
    8.098098098    0.010605267
    8.108108108    0.010665134
    8.118118118    0.010729605
    8.128128128    0.010799361
    8.138138138    0.010875201
    8.148148148    0.010958048
    8.158158158    0.011048934
    8.168168168    0.011148978
    8.178178178    0.011259350
    8.188188188    0.011381220
    8.198198198    0.011515696
    8.208208208    0.011663755
    8.218218218    0.011826167
    8.228228228    0.012003418
    8.238238238    0.012195631
    8.248248248    0.012402504
    8.258258258    0.012623252
    8.268268268    0.012856572
    8.278278278    0.013100628
    8.288288288    0.013353068
    8.298298298    0.013611055
    8.308308308    0.013871346
    8.318318318    0.014130377
    8.328328328    0.014384385
    8.338338338    0.014629540
    8.348348348    0.014862090
    8.358358358    0.015078504
    8.368368368    0.015275608
    8.378378378    0.015450705
    8.388388388    0.015601670
    8.398398398    0.015727014
    8.408408408    0.015825904
    8.418418418    0.015898161
    8.428428428    0.015944203
    8.438438438    0.015964973
    8.448448448    0.015961827
    8.458458458    0.015936410
    8.468468468    0.015890532
    8.478478478    0.015826034
    8.488488488    0.015744681
    8.498498498    0.015648068
    8.508508509    0.015537565
    8.518518519    0.015414288
    8.528528529    0.015279116
    8.538538539    0.015132729
    8.548548549    0.014975689
    8.558558559    0.014808531
    8.568568569    0.014631876
    8.578578579    0.014446534
    8.588588589    0.014253613
    8.598598599    0.014054594
    8.608608609    0.013851383
    8.618618619    0.013646333
    8.628628629    0.013442221
    8.638638639    0.013242187
    8.648648649    0.013049636
    8.658658659    0.012868112
    8.668668669    0.012701144
    8.678678679    0.012552074
    8.688688689    0.012423897
    8.698698699    0.012319086
    8.708708709    0.012239458
    8.718718719    0.012186052
    8.728728729    0.012159048
    8.738738739    0.012157733
    8.748748749    0.012180498
    8.758758759    0.012224889
    8.768768769    0.012287696
    8.778778779    0.012365075
    8.788788789    0.012452702
    8.798798799    0.012545949
    8.808808809    0.012640070
    8.818818819    0.012730389
    8.828828829    0.012812485
    8.838838839    0.012882361
    8.848848849    0.012936594
    8.858858859    0.012972459
    8.868868869    0.012988024
    8.878878879    0.012982207
    8.888888889    0.012954815
    8.898898899    0.012906534
    8.908908909    0.012838902
    8.918918919    0.012754249
    8.928928929    0.012655612
    8.938938939    0.012546632
    8.948948949    0.012431433
    8.958958959    0.012314487
    8.968968969    0.012200473
    8.978978979    0.012094130
    8.988988989    0.012000111
    8.998998999    0.011922833
    9.009009009    0.011866348
    9.019019019    0.011834209
    9.029029029    0.011829362
    9.039039039    0.011854049
    9.049049049    0.011909734
    9.059059059    0.011997045
    9.069069069    0.012115749
    9.079079079    0.012264747
    9.089089089    0.012442090
    9.099099099    0.012645032
    9.109109109    0.012870098
    9.119119119    0.013113176
    9.129129129    0.013369630
    9.139139139    0.013634438
    9.149149149    0.013902325
    9.159159159    0.014167926
    9.169169169    0.014425940
    9.179179179    0.014671285
    9.189189189    0.014899250
    9.199199199    0.015105635
    9.209209209    0.015286872
    9.219219219    0.015440126
    9.229229229    0.015563368
    9.239239239    0.015655422
    9.249249249    0.015715981
    9.259259259    0.015745582
    9.269269269    0.015745566
    9.279279279    0.015717989
    9.289289289    0.015665520
    9.299299299    0.015591316
    9.309309309    0.015498872
    9.319319319    0.015391876
    9.329329329    0.015274053
    9.339339339    0.015149018
    9.349349349    0.015020145
    9.359359359    0.014890448
    9.369369369    0.014762493
    9.379379379    0.014638335
    9.389389389    0.014519481
    9.399399399    0.014406891
    9.409409409    0.014300999
    9.419419419    0.014201760
    9.429429429    0.014108726
    9.439439439    0.014021125
    9.449449449    0.013937967
    9.459459459    0.013858139
    9.469469469    0.013780509
    9.479479479    0.013704022
    9.489489489    0.013627790
    9.499499499    0.013551157
    9.509509510    0.013473761
    9.519519520    0.013395568
    9.529529530    0.013316892
    9.539539540    0.013238388
    9.549549550    0.013161037
    9.559559560    0.013086097
    9.569569570    0.013015054
    9.579579580    0.012949543
    9.589589590    0.012891267
    9.599599600    0.012841907
    9.609609610    0.012803024
    9.619619620    0.012775965
    9.629629630    0.012761769
    9.639639640    0.012761087
    9.649649650    0.012774119
    9.659659660    0.012800557
    9.669669670    0.012839569
    9.679679680    0.012889787
    9.689689690    0.012949345
    9.699699700    0.013015923
    9.709709710    0.013086833
    9.719719720    0.013159120
    9.729729730    0.013229685
    9.739739740    0.013295423
    9.749749750    0.013353370
    9.759759760    0.013400843
    9.769769770    0.013435582
    9.779779780    0.013455871
    9.789789790    0.013460639
    9.799799800    0.013449532
    9.809809810    0.013422957
    9.819819820    0.013382083
    9.829829830    0.013328815
    9.839839840    0.013265723
    9.849849850    0.013195946
    9.859859860    0.013123061
    9.869869870    0.013050936
    9.879879880    0.012983562
    9.889889890    0.012924881
    9.899899900    0.012878612
    9.909909910    0.012848091
    9.919919920    0.012836125
    9.929929930    0.012844868
    9.939939940    0.012875730
    9.949949950    0.012929318
    9.959959960    0.013005414
    9.969969970    0.013102985
    9.979979980    0.013220236
    9.989989990    0.013354686
   10.000000000    0.013503272
